year,mileage,tax,mpg,engineSize,price
2016,15646,20,67.3,2.0,16798
2016,17330,20,68.9,1.5,9998
2016,23771,0,65.7,1.0,8198
2017,6991,145,65.7,1.0,10698
2017,11469,20,61.4,1.0,10698
2013,54323,30,54.3,1.2,4998
2018,20847,145,20.9,5.0,29998
2014,62855,20,67.3,1.6,5998
2019,2936,145,60.1,1.0,16498
2016,41271,0,88.3,1.5,7498
2017,24741,20,60.1,1.0,10498
2018,10703,145,56.6,1.5,16298
2017,11563,30,64.2,1.5,13298
2017,29684,30,64.2,1.5,10498
2016,20809,125,54.3,1.2,7298
2018,10320,145,56.5,1.0,11998
2018,14579,145,60.1,1.0,15498
2017,12392,145,57.7,1.2,7798
2018,7541,145,55.4,1.1,10698
2017,6368,30,64.2,1.5,11498
2019,10032,145,58.9,1.0,14698
2019,8438,145,58.9,1.0,14698
2018,27277,145,74.3,1.5,11498
2016,19882,0,65.7,1.0,8998
2019,6432,145,58.9,1.0,13998
2015,55312,20,67.3,1.6,7498
2013,51348,0,65.7,1.0,5998
2016,29964,30,65.7,2.0,11998
2019,9420,145,39.2,1.5,19498
2017,21236,145,52.3,1.0,9591
2019,5731,145,60.1,1.0,15450
2016,53922,20,60.1,1.0,7991
2014,31064,30,54.3,1.2,6150
2018,9880,145,57.7,1.2,7542
2015,27128,0,65.7,1.0,7324
2016,59601,125,57.7,2.0,11498
2016,11813,0,78.5,1.5,8998
2016,30557,125,53.3,1.0,8998
2018,25464,145,60.1,1.0,11498
2019,13699,145,74.3,1.5,16498
2019,12558,145,58.9,1.0,14798
2019,9847,145,58.9,1.0,13798
2017,14653,0,74.3,1.5,10998
2017,2666,20,61.4,1.0,11298
2019,9694,145,64.2,2.0,15998
2019,7995,145,60.1,1.0,14998
2016,48010,30,64.2,1.5,7498
2013,33155,160,44.1,1.6,6498
2016,49010,0,78.5,1.5,6998
2017,15417,0,74.3,1.5,11798
2018,9917,145,54.3,1.0,12998
2018,16658,145,65.7,1.0,10998
2017,28732,145,61.4,1.0,10498
2018,12619,145,51.4,1.0,13498
2018,17096,145,58.9,1.0,12998
2019,23309,145,55.4,1.1,10298
2019,7942,145,56.5,1.0,12698
2017,24956,145,54.3,2.0,16498
2013,15268,30,54.3,1.2,6998
2019,14337,145,58.9,1.0,11698
2019,17218,145,58.9,1.0,13998
2017,18215,145,41.5,2.0,16798
2019,9501,145,58.9,1.0,11998
2019,10248,145,58.9,1.0,13498
2015,47182,30,64.2,1.5,8498
2017,19690,150,65.7,1.0,10998
2017,8308,0,74.3,1.5,11998
2017,13588,0,74.3,1.5,12698
2019,2411,150,42.8,1.0,18998
2015,30299,125,54.3,1.2,6798
2015,37203,125,60.1,2.0,9698
2019,11184,145,60.1,1.0,17498
2013,50052,30,54.3,1.2,5998
2017,6721,125,54.3,1.2,8498
2018,10249,145,41.5,2.0,20498
2016,20340,0,74.3,1.5,9598
2019,7845,145,58.9,1.0,13898
2014,32541,20,67.3,1.6,8298
2016,34211,20,60.1,1.0,10298
2018,9328,145,58.9,1.0,13998
2016,15075,150,52.3,2.0,11798
2017,11544,145,65.7,1.0,10598
2017,10474,0,74.3,1.5,11998
2019,4813,145,34.5,2.3,25498
2019,14358,145,58.9,1.0,11998
2019,7512,145,58.9,1.0,13998
2017,16346,145,41.5,2.0,17298
2015,34362,125,54.3,1.2,7498
2019,12286,145,58.9,1.0,11798
2019,14068,145,58.9,1.0,11798
2018,14523,145,65.7,1.0,10698
2013,37966,30,56.5,1.0,6298
2015,76588,0,74.3,1.5,6998
2016,40480,0,65.7,1.0,7698
2017,23494,150,62.8,1.0,10698
2018,8608,145,55.4,1.1,9998
2017,33758,125,56.5,2.0,16498
2017,30878,145,60.1,2.0,15500
2015,26000,160,44.8,1.5,7900
2018,22410,145,56.5,1.0,10998
2015,25506,0,65.7,1.0,7498
2017,22788,145,65.7,1.0,10498
2018,21955,145,56.5,1.0,10998
2019,8783,145,55.4,1.0,14998
2014,43539,30,54.3,1.2,5998
2016,18913,20,60.1,1.0,10420
2017,25526,145,41.5,2.0,17630
2013,27783,0,76.4,1.5,6698
2017,19170,145,60.1,2.0,16998
2014,54249,30,54.3,1.2,6495
2019,4274,145,37.2,2.0,18995
2015,65151,145,54.3,2.0,9498
2013,45536,30,62.8,1.6,6498
2017,18978,0,74.3,1.5,11998
2019,14132,145,58.9,1.0,11498
2014,59114,200,47.9,2.0,9498
2017,11504,145,57.7,1.2,6999
2016,27098,125,54.3,1.2,6950
2016,31146,30,64.2,1.5,7995
2017,12868,125,54.3,1.2,7695
2018,32356,145,64.2,1.5,11795
2014,52395,30,54.3,1.2,5698
2014,45067,0,65.7,1.0,6698
2016,21715,125,54.3,1.2,7998
2017,5668,145,57.7,1.2,7998
2017,26663,145,54.3,2.0,15998
2017,35850,20,61.4,1.0,9498
2015,39167,0,65.7,1.0,6498
2015,61270,145,54.3,2.0,8998
2015,35901,160,44.1,1.6,7798
2016,64351,30,62.8,2.0,10698
2017,21302,125,54.3,1.2,8498
2013,39432,145,53.3,2.0,9798
2015,46857,125,54.3,1.2,6498
2017,6276,145,57.7,1.2,7998
2013,50216,145,53.3,2.0,8798
2017,27532,145,67.3,2.0,15798
2018,11783,150,64.2,1.1,9698
2018,12090,145,58.9,1.0,14000
2018,18980,145,52.3,1.0,13998
2018,15634,145,60.1,1.0,11250
2015,25604,0,65.7,1.0,8326
2014,29123,30,54.3,1.2,6672
2017,3194,150,57.7,1.2,7800
2016,19130,20,61.4,1.0,9000
2018,19135,145,57.7,1.0,12993
2017,38275,125,52.3,1.0,8742
2013,41250,30,56.5,1.0,6477
2019,100,150,35.3,1.5,20998
2016,18016,0,65.7,1.0,10298
2017,14110,150,54.3,1.2,8498
2015,52180,125,60.1,2.0,9000
2019,12587,145,35.3,1.5,18300
2019,7536,145,54.3,1.5,18700
2017,29543,125,54.3,1.2,7800
2018,9763,145,57.7,1.2,8150
2018,17299,145,61.4,1.0,12700
2017,11474,145,64.2,1.1,9300
2017,17750,145,57.7,1.2,7100
2017,39763,0,74.3,1.5,9798
2017,15750,145,44.8,1.5,9498
2017,13684,125,54.3,1.2,8998
2016,22904,0,74.3,1.5,10798
2017,35853,30,64.2,1.5,10498
2016,36488,20,62.8,1.0,8998
2016,65249,125,57.7,2.0,9998
2019,6618,145,45.6,1.5,17870
2019,7864,145,60.1,1.0,16640
2020,910,145,50.4,1.0,20991
2018,19272,145,64.2,1.1,9491
2018,28313,145,60.1,1.0,10700
2018,4723,145,55.4,1.0,10550
2018,11817,145,60.1,1.0,11000
2019,12821,145,50.4,1.0,18391
2017,14330,0,65.7,1.0,9157
2017,6471,20,61.4,1.0,10930
2017,20901,145,54.3,1.2,8000
2018,14415,145,65.7,1.0,10950
2013,50501,0,65.7,1.0,5200
2018,8271,145,60.1,1.0,13400
2018,6334,145,57.7,1.2,8000
2017,10228,145,64.2,1.1,9350
2017,17812,145,54.3,1.2,8500
2016,72085,20,67.3,2.0,11500
2018,29163,145,65.7,1.0,9650
2017,32879,145,54.3,2.0,16750
2019,15888,145,60.1,1.0,16998
2016,33631,125,54.3,1.2,7498
2018,7654,150,55.4,1.1,10498
2016,21169,125,53.3,1.0,9698
2015,28126,145,54.3,2.0,13998
2017,22125,0,65.7,1.0,10498
2016,47577,0,74.3,1.5,8798
2017,17750,0,74.3,1.5,11698
2018,15448,145,57.7,1.0,12998
2019,16879,150,58.9,1.0,13998
2018,33095,145,65.7,1.0,12500
2017,18524,20,60.1,1.0,11700
2018,33268,145,65.7,1.0,12500
2018,21857,145,64.2,1.1,9500
2018,21763,145,65.7,1.0,10000
2017,23319,145,60.1,1.0,11450
2017,10282,30,57.7,1.2,7500
2017,24521,20,60.1,1.0,11450
2020,5,145,55.4,1.0,18000
2017,7062,145,57.7,1.2,7700
2018,17312,145,60.1,1.0,11800
2015,19810,30,54.3,1.2,7850
2019,6157,145,54.3,1.5,18750
2017,9576,145,64.2,1.1,9750
2018,9963,145,54.3,1.0,12500
2018,16093,145,65.7,1.0,11500
2017,36050,145,60.1,1.0,10800
2016,28989,30,64.2,1.5,11998
2019,10785,145,34.4,1.5,17750
2019,14154,145,38.2,2.0,17500
2018,16025,145,54.3,1.0,13750
2017,13275,145,60.1,1.0,10400
2017,22894,145,64.2,1.5,15995
2014,63348,145,53.3,2.0,9650
2016,32408,0,65.7,1.0,8600
2016,36638,20,67.3,2.0,13500
2018,10051,145,60.1,1.0,11500
2018,7680,145,60.1,1.0,11650
2017,22499,145,57.7,1.2,7750
2017,15378,0,65.7,1.0,9000
2017,11806,0,65.7,1.0,11298
2014,70745,20,60.1,1.0,5698
2014,69323,0,76.4,1.5,5298
2013,40491,150,47.9,1.6,6498
2017,9374,145,64.2,1.5,13500
2018,23239,145,65.7,1.0,11500
2019,3914,145,47.9,1.2,10000
2018,22162,150,57.7,1.0,12598
2015,29901,0,74.3,1.5,9498
2019,14645,150,60.1,1.0,16498
2018,25642,145,65.7,1.0,10998
2017,8552,125,54.3,1.2,9498
2016,17685,0,74.3,1.5,10498
2017,6318,160,45.6,1.5,12998
2019,5955,145,51.4,1.0,16498
2019,6096,145,64.2,2.0,18498
2017,26029,0,74.3,1.5,10498
2017,27400,150,53.3,1.0,8500
2017,12061,145,78.5,1.5,11500
2018,15220,145,65.7,1.0,11450
2018,19225,145,54.3,1.0,12850
2019,3011,145,34.5,2.3,25500
2019,6338,145,34.5,2.3,25500
2016,36565,0,74.3,1.5,9000
2015,28676,125,60.1,2.0,12000
2016,23256,125,51.4,1.5,10250
2017,19869,145,78.5,1.5,9000
2017,28761,0,74.3,1.5,9998
2017,25966,30,64.2,1.5,12198
2015,33749,125,60.1,2.0,12298
2014,34744,30,55.4,1.0,6498
2017,43000,150,41.5,2.0,14000
2016,65000,0,88.3,1.5,7000
2013,25300,30,57.7,1.2,4950
2017,37920,145,74.3,1.5,10500
2018,13485,145,57.7,1.0,13650
2018,12946,145,65.7,1.0,10850
2018,15237,145,64.2,1.1,9650
2018,9649,145,64.2,1.1,9950
2018,27843,145,65.7,1.0,10000
2013,35490,20,67.3,1.6,6776
2016,62595,0,74.3,1.5,7480
2017,18680,125,54.3,1.2,8310
2017,13404,145,57.7,1.2,7625
2014,28883,30,57.7,1.2,4430
2016,20447,125,54.3,1.2,8498
2018,1370,145,54.3,1.0,12698
2018,12024,145,58.9,1.0,13998
2017,15378,20,61.4,1.0,11498
2015,43361,20,60.1,1.0,7698
2018,9592,145,64.2,1.1,9000
2018,10945,145,64.2,1.1,9000
2018,9000,145,64.2,1.1,10450
2018,20000,145,65.7,1.0,10450
2018,8932,145,65.7,1.0,10000
2017,19496,145,65.7,1.0,10000
2018,11451,145,65.7,1.0,10650
2016,18454,145,54.3,2.0,15000
2017,12068,145,65.7,1.0,10000
2017,16913,125,54.3,1.2,8850
2016,13303,160,44.8,1.5,10998
2019,2676,145,64.2,2.0,17998
2016,24917,30,57.7,1.0,8698
2014,8487,30,54.3,1.2,7698
2016,24242,0,65.7,1.0,9998
2017,21511,150,64.2,1.5,13998
2014,29044,165,44.1,1.6,7998
2017,14604,0,74.3,1.5,11298
2019,12779,145,48.7,1.0,15298
2019,11251,145,39.2,1.5,19298
2018,14000,145,88.3,1.5,13495
2017,58402,125,60.1,2.0,13995
2017,67318,125,56.5,2.0,14995
2017,50565,150,56.5,2.0,14995
2019,4401,150,45.6,1.0,16995
2019,9447,150,54.3,1.5,18495
2016,72189,125,56.5,2.0,15495
2017,34463,145,55.4,1.0,10495
2017,197,145,74.3,1.5,38015
2017,55121,145,54.3,2.0,13995
2018,3713,145,54.3,1.5,16998
2013,9734,0,65.7,1.0,8698
2018,8163,150,55.4,1.1,10498
2016,33349,125,54.3,1.2,7298
2015,62232,125,60.1,2.0,9498
2017,37886,20,67.3,2.0,14498
2017,13888,145,68.9,1.5,10998
2017,19318,30,64.2,1.5,10798
2017,25595,150,43.5,1.5,16498
2017,25129,20,67.3,2.0,16998
2017,12757,145,56.6,1.5,14998
2017,17367,30,58.9,1.5,12498
2017,22947,20,67.3,2.0,15995
2017,18250,125,54.3,1.2,7995
2016,22704,200,44.8,2.0,16700
2017,12370,125,54.3,1.2,7430
2015,27425,125,54.3,1.2,6999
2013,41675,20,58.9,1.0,5999
2015,45971,20,68.9,2.0,9999
2017,12370,125,54.3,1.2,7713
2016,26199,20,68.9,1.5,9247
2017,31181,145,60.1,2.0,13190
2018,17330,145,51.4,1.5,11810
2019,2179,145,47.9,1.2,10600
2019,1524,145,47.9,1.2,10440
2019,1161,145,47.9,1.2,10460
2017,20926,0,65.7,1.0,10260
2017,42581,20,68.9,1.5,9650
2018,21651,145,45.6,1.5,15891
2018,9055,145,78.5,1.5,13691
2017,23699,145,60.1,1.0,9870
2017,29535,0,65.7,1.0,9020
2017,28866,145,54.3,2.0,12320
2016,7872,0,65.7,1.0,8990
2017,23445,0,74.3,1.5,11991
2014,60259,30,54.3,1.2,5491
2016,28720,0,65.7,1.0,9210
2017,19980,0,65.7,1.0,10491
2017,7743,145,52.3,2.0,20627
2019,14669,145,58.9,1.0,10850
2018,8879,145,57.7,1.2,7500
2016,34006,0,74.3,1.5,9790
2017,11690,145,57.7,1.2,7450
2013,33735,30,57.7,1.2,3691
2017,28523,20,68.9,1.5,10980
2019,5489,145,48.7,1.0,14021
2018,7732,145,60.1,1.0,16700
2017,31959,145,48.7,1.5,12790
2018,7933,145,57.7,1.2,8095
2018,5946,145,41.5,2.0,18797
2015,45566,0,74.3,1.5,8000
2016,17782,125,54.3,1.2,8640
2014,32123,30,55.4,1.0,8830
2014,40946,0,65.7,1.0,6250
2016,28805,125,54.3,1.2,7495
2018,18744,145,74.3,1.5,13498
2017,41269,145,44.8,2.0,17998
2017,25899,150,60.1,1.0,10991
2018,15623,150,57.7,1.0,12991
2019,13505,150,58.9,1.0,12991
2020,2489,150,55.4,1.0,15980
2017,27492,125,58.9,2.0,13991
2017,28000,145,52.3,1.0,9791
2017,12857,125,51.4,1.0,11291
2014,34567,0,65.7,1.0,7830
2015,44583,0,74.3,1.5,7180
2017,18523,200,41.5,2.0,18491
2018,12849,145,58.9,1.0,10760
2018,20271,145,65.7,1.0,11030
2018,19733,145,65.7,1.0,10870
2016,9928,20,60.1,1.0,11290
2015,59292,20,68.9,2.0,9221
2016,37561,20,64.2,1.5,9791
2017,12812,20,68.9,1.5,10291
2015,49633,30,64.2,1.5,8991
2014,33391,30,54.3,1.2,6691
2017,20000,150,54.3,2.0,17491
2016,62505,200,46.3,2.0,15298
2017,31953,145,74.3,1.5,10998
2016,20777,125,54.3,1.2,7998
2016,13920,160,45.6,1.5,12498
2016,39271,0,88.3,1.5,8498
2014,35003,200,42.8,1.6,9498
2017,18787,165,45.6,1.5,16998
2017,33770,145,41.5,2.0,16495
2018,10109,145,58.9,1.0,14160
2018,9713,145,58.9,1.0,14300
2013,62445,30,61.4,1.6,6700
2018,3665,145,64.2,1.1,10120
2016,46730,0,65.7,1.0,8800
2014,32356,0,65.7,1.0,7580
2013,23079,145,47.9,1.6,7860
2017,2435,145,61.4,1.0,11880
2015,63780,20,67.3,1.6,7191
2014,38906,30,54.3,1.2,6250
2015,55417,30,61.4,1.5,7720
2018,8022,145,41.5,2.0,19700
2015,24755,0,65.7,1.0,7691
2014,39000,0,74.3,1.5,7820
2017,13326,145,65.7,1.0,10491
2020,5750,145,49.6,1.0,20991
2019,151,145,38.2,2.0,18691
2017,16756,145,57.7,1.2,7350
2018,8000,145,54.3,1.0,14030
2018,4399,145,64.2,1.1,9981
2016,20125,0,65.7,1.0,9998
2018,4191,145,47.9,1.2,9291
2017,17974,125,54.3,1.2,8770
2015,29012,125,54.3,1.2,6991
2017,20286,145,65.7,1.0,9290
2018,11814,145,57.7,1.0,12990
2018,22345,145,58.9,1.0,10490
2018,32038,145,64.2,1.5,11176
2018,16709,150,60.1,1.0,11150
2017,9919,145,65.7,1.0,11150
2017,38410,145,74.3,1.5,11190
2016,47548,30,64.2,1.5,11410
2017,13965,145,41.5,2.0,18930
2017,6596,145,64.2,1.1,9607
2018,14487,145,48.7,1.0,14790
2018,11881,145,43.5,1.2,9691
2020,2075,145,50.4,1.0,19970
2016,27520,125,54.3,1.2,7180
2018,26629,145,56.5,1.0,10060
2018,20860,145,65.7,1.0,9880
2018,14696,145,58.9,1.0,10290
2019,9018,145,58.9,1.0,12880
2017,19383,150,52.3,1.0,10000
2017,12418,150,57.7,1.2,8000
2017,16946,150,60.1,1.0,10650
2017,22344,150,51.4,1.5,11650
2018,17653,150,54.3,1.0,13500
2017,21791,145,44.8,1.5,9550
2018,10000,145,54.3,1.0,14700
2017,31611,30,57.7,1.2,6800
2017,10802,145,65.7,1.0,11000
2018,9000,145,65.7,1.0,11000
2019,10175,145,58.9,1.0,13860
2019,11559,145,58.9,1.0,15050
2019,8724,145,60.1,1.0,15470
2019,11110,145,60.1,1.0,15590
2019,20300,145,60.1,1.0,15020
2019,5206,145,48.7,1.0,16370
2019,17500,145,62.8,1.5,17250
2017,25894,200,41.5,2.0,15480
2017,34620,145,65.7,1.0,7960
2019,12853,145,74.3,1.5,15860
2019,11233,145,60.1,1.0,13000
2013,26445,0,65.7,1.0,7020
2016,11968,200,41.5,2.0,16700
2017,17459,145,47.1,1.4,8791
2017,15284,160,45.6,1.5,12480
2018,22976,145,68.9,2.0,13491
2016,21188,30,64.2,2.0,12991
2017,17592,145,52.3,1.0,9210
2018,11421,145,65.7,1.0,10498
2015,30383,125,54.3,1.2,6998
2018,13218,145,80.7,1.5,14498
2016,23348,20,62.8,1.0,9998
2019,15608,145,60.1,1.0,16998
2019,9500,150,56.5,1.0,13998
2018,18266,150,65.7,1.0,10500
2017,8666,145,58.9,1.5,16500
2018,15331,145,54.3,2.0,14280
2013,62637,145,53.3,2.0,8698
2019,5846,150,52.3,1.0,15998
2016,25123,125,54.3,1.2,7498
2016,5796,20,62.8,1.0,11298
2019,6641,145,64.2,2.0,16998
2016,9054,20,67.3,2.0,14998
2015,25858,0,65.7,1.0,7698
2017,14708,0,74.3,1.5,9698
2017,25918,20,68.9,1.5,8998
2016,16353,0,65.7,1.0,8698
2017,17530,0,74.3,1.5,11298
2019,95,145,54.3,1.5,19698
2017,17265,145,65.7,1.0,9998
2017,11743,145,64.2,1.1,10200
2016,16018,200,41.5,2.0,16998
2016,77137,160,48.7,2.0,14998
2016,21763,125,54.3,1.2,8640
2014,36300,30,55.4,1.0,8367
2019,7648,145,47.9,1.5,17530
2019,4596,145,61.4,1.5,16920
2018,12603,145,58.9,1.0,13691
2017,8556,145,60.1,1.0,11750
2018,8000,145,65.7,1.0,12250
2017,7616,145,57.7,1.2,8200
2017,28244,0,74.3,1.5,10500
2016,19116,125,54.3,1.2,8500
2018,8468,145,65.7,1.0,11000
2018,18515,145,65.7,1.0,10400
2018,24038,150,60.1,1.0,14250
2018,42678,150,62.8,2.0,13000
2017,20785,0,65.7,1.0,8700
2017,8800,150,54.3,2.0,17498
2017,34034,150,56.5,2.0,17998
2016,14010,0,65.7,1.0,9998
2016,62703,20,68.9,1.5,9698
2017,22628,235,38.2,2.0,14498
2019,9923,145,58.9,1.0,11498
2017,13479,30,55.4,1.0,9698
2017,17650,145,61.4,1.0,10498
2016,51402,30,55.4,1.0,7498
2019,1711,145,51.4,1.0,16798
2016,69312,0,74.3,1.5,7998
2017,8111,145,61.4,1.0,11698
2013,67133,20,67.3,1.6,5498
2017,14188,125,54.3,1.2,8998
2017,39193,145,67.3,2.0,14998
2015,33830,30,54.3,1.2,5998
2017,21114,125,52.3,1.0,10498
2017,37989,145,41.5,2.0,15498
2016,29714,0,78.5,1.5,9698
2016,49173,0,74.3,1.5,8298
2017,25623,125,60.1,2.0,16298
2015,29331,0,83.1,1.5,7998
2016,26295,0,65.7,1.0,7998
2017,26052,125,54.3,1.2,8498
2018,17672,145,65.7,1.0,10298
2018,19872,145,44.8,1.5,15998
2018,12495,145,54.3,1.0,13498
2013,28514,30,54.3,1.2,5998
2016,33524,0,78.5,1.5,7298
2017,15707,145,64.2,1.5,14998
2019,18651,145,74.3,1.5,16937
2019,18512,145,74.3,1.5,16491
2019,7124,145,60.1,1.0,19000
2019,4637,145,60.1,1.0,19050
2017,16733,145,64.2,1.5,12998
2018,25169,145,56.5,1.0,10998
2017,20253,145,54.3,1.2,8498
2017,10829,0,65.7,1.0,10998
2019,15320,150,60.1,1.0,13298
2019,12848,150,50.4,1.0,14798
2015,37976,145,54.3,2.0,12998
2017,26546,0,65.7,1.0,8798
2017,10194,20,64.2,1.5,11698
2019,1891,145,58.9,1.0,16040
2017,27546,125,54.3,1.2,7591
2018,13159,145,61.4,1.0,11691
2019,3891,145,74.3,1.5,17050
2016,33254,20,62.8,1.0,9998
2018,11339,145,67.3,2.0,18998
2015,46010,20,67.3,1.6,7998
2014,52950,30,54.3,1.2,5298
2016,38830,0,65.7,1.0,8698
2013,63921,240,39.2,2.0,8798
2017,16480,20,67.3,2.0,15298
2017,25950,0,74.3,1.5,11998
2017,17381,150,47.9,2.0,20698
2019,12584,150,65.7,2.0,17998
2017,17020,150,55.4,1.0,10698
2017,12874,145,54.3,1.0,10710
2017,7612,20,61.4,1.0,11591
2018,14604,145,57.7,1.2,7570
2018,21742,145,61.4,1.0,11460
2018,6310,145,64.2,1.1,8940
2018,22907,145,54.3,1.0,12460
2017,18385,0,74.3,1.5,10620
2014,39123,0,76.4,1.5,6680
2017,15295,30,55.4,1.0,11140
2017,33503,145,54.3,2.0,12720
2019,14057,150,49.6,1.0,16298
2019,15241,145,47.9,2.0,19680
2018,13319,145,48.7,1.2,8591
2019,6384,145,58.9,1.0,14490
2019,4398,145,58.9,1.0,14530
2019,3648,145,58.9,1.0,14590
2013,33026,30,54.3,1.2,6570
2015,34998,0,74.3,1.5,8990
2017,15540,145,46.3,1.5,12240
2017,7721,145,48.7,2.0,22250
2017,34617,145,64.2,1.1,8791
2016,57894,0,74.3,1.5,8080
2016,30152,20,62.8,1.0,8240
2018,14115,145,74.3,1.5,14891
2019,1327,145,48.7,1.1,13120
2019,3392,145,60.1,1.0,17390
2019,4165,145,60.1,1.0,19070
2019,4052,145,60.1,1.0,17380
2019,944,145,60.1,1.0,17490
2015,55601,0,74.3,1.5,8559
2014,43904,30,54.3,1.2,6391
2017,8323,145,54.3,1.0,10917
2019,4586,145,51.4,1.0,16800
2019,3114,145,47.9,2.0,19491
2017,24271,145,48.7,2.0,19557
2017,23080,145,54.3,1.2,8291
2018,16364,145,57.7,1.0,14691
2019,5588,145,43.5,1.2,9790
2019,13696,145,62.8,1.5,16090
2017,5146,0,65.7,1.0,10210
2018,7340,145,64.2,1.1,8770
2018,5759,145,54.3,1.0,12460
2018,10945,145,64.2,1.5,13210
2017,11055,145,60.1,1.0,11591
2018,12696,145,48.7,1.2,8690
2019,2339,145,53.3,1.0,15990
2017,18084,30,57.7,1.2,7491
2018,8340,145,65.7,1.0,10291
2018,22749,145,60.1,1.0,10700
2015,88927,30,64.2,1.5,9998
2018,10748,145,65.7,1.0,10100
2019,3489,150,37.7,2.0,23965
2017,24065,150,61.4,1.0,9891
2018,8001,150,57.7,1.2,8191
2020,891,150,50.4,1.0,20991
2020,905,150,60.1,1.0,18991
2017,18874,150,58.9,1.5,13991
2018,12159,150,57.7,1.2,7891
2018,11550,150,65.7,1.0,11200
2016,60720,0,78.5,1.5,9491
2017,4629,145,44.8,2.0,20156
2018,18952,145,74.3,1.5,12000
2015,26201,200,41.5,2.0,13838
2018,26909,145,31.7,2.0,21948
2018,22037,145,31.7,2.0,21228
2019,2913,145,60.1,1.0,16591
2019,898,145,60.1,1.0,16491
2019,6479,145,57.6,2.0,18420
2019,9504,145,57.7,1.5,17900
2019,4539,145,61.4,1.5,17350
2018,23995,145,47.9,2.0,17401
2015,28351,0,74.3,1.5,9991
2016,34145,145,52.3,2.0,15870
2017,34314,145,56.5,2.0,16900
2015,25737,125,54.3,1.2,6590
2013,39632,30,55.4,1.0,8298
2016,43101,0,74.3,1.5,8798
2015,31387,125,54.3,1.2,7298
2014,26276,0,65.7,1.0,8498
2017,13106,145,47.9,1.6,14070
2016,21117,20,60.1,1.0,10300
2017,19068,145,65.7,1.0,10191
2018,11958,145,41.5,2.0,18520
2017,11531,145,57.7,1.2,8330
2017,20226,0,74.4,1.5,8891
2019,1952,145,48.7,1.0,16150
2019,1987,145,60.1,1.0,17520
2019,4920,145,80.7,1.5,17000
2019,5000,145,60.1,1.0,17520
2019,3214,145,60.1,1.0,17520
2015,40206,125,54.3,1.2,6791
2015,58837,125,60.1,2.0,9827
2014,23576,0,65.7,1.0,7698
2017,15389,30,64.2,1.5,14998
2017,9177,20,62.8,1.0,11998
2019,110,145,50.4,1.0,19750
2020,52,145,54.3,1.0,15750
2016,29264,125,53.3,1.0,9400
2019,8664,145,60.1,1.0,16400
2019,2017,145,37.7,2.0,23200
2019,618,145,51.4,1.0,17700
2018,5220,145,64.2,1.1,10250
2017,17465,145,65.7,1.0,10800
2017,17399,145,48.7,2.0,20498
2019,21480,145,60.1,1.0,16998
2018,19448,145,64.2,1.1,9298
2016,44233,200,46.3,2.0,18798
2019,12029,145,41.5,1.0,16298
2016,18502,0,65.7,1.0,9298
2019,6238,145,60.1,1.0,16000
2018,14825,145,64.2,1.1,9900
2019,1802,145,47.9,1.2,10600
2019,7580,145,39.2,2.0,20590
2019,6750,145,74.3,1.5,19741
2017,30493,145,74.3,1.5,9470
2019,6621,145,64.2,2.0,19498
2013,28685,30,54.3,1.2,6698
2016,37981,0,65.7,1.0,7780
2018,22038,145,65.7,1.0,9720
2018,12251,145,64.2,1.1,8691
2013,51341,0,65.7,1.0,6150
2014,58372,30,62.8,2.0,7381
2014,25180,30,54.3,1.2,6880
2017,35013,145,74.3,1.5,9347
2019,6591,145,55.4,1.0,14990
2015,23593,30,57.7,1.2,5560
2014,18680,20,67.3,1.6,8390
2017,11377,145,64.2,1.1,9691
2017,27353,145,60.1,1.0,10200
2018,11377,145,64.2,1.1,10000
2018,5223,145,58.9,1.0,14500
2017,20771,145,52.3,1.0,9700
2017,20855,145,60.1,2.0,14750
2013,16072,30,54.3,1.2,6750
2017,17331,145,44.8,1.5,10000
2017,35629,145,60.1,1.0,10800
2017,22164,30,64.2,1.5,13666
2018,9152,145,54.3,1.0,11746
2018,21528,145,61.4,1.0,12991
2019,4551,145,60.1,1.0,15500
2017,27667,145,64.2,1.1,9240
2018,7756,145,74.3,1.5,13567
2019,13064,145,58.9,1.0,15351
2019,13591,145,58.9,1.0,15151
2016,10892,125,54.3,1.2,7498
2017,34577,30,64.2,1.5,11998
2016,26000,20,67.3,2.0,14795
2013,42400,0,65.7,1.0,5995
2016,56000,20,68.9,1.5,8995
2016,24954,145,47.9,1.6,10890
2015,56561,0,74.3,1.5,7120
2014,35009,30,54.3,1.2,6891
2015,34808,0,57.7,1.0,9200
2016,17975,0,74.3,1.5,11070
2016,14644,0,78.5,1.5,11057
2017,32590,30,64.2,1.5,12591
2018,16517,145,64.2,1.1,9491
2018,8600,145,64.2,1.1,9791
2013,34049,30,54.3,1.2,5625
2017,11627,145,60.1,1.0,12591
2019,13589,145,56.5,1.0,12610
2019,3081,145,47.9,1.2,10500
2016,17915,20,61.4,1.0,9691
2018,3482,145,57.7,1.2,8491
2019,5796,145,47.9,1.5,19990
2016,51016,145,47.1,1.4,6710
2017,15837,145,54.3,2.0,16230
2019,9014,145,51.4,1.0,17620
2015,42716,0,65.7,1.0,6475
2018,9065,145,55.4,1.0,10660
2017,23161,145,74.3,1.5,11991
2014,45623,30,56.5,1.0,6600
2018,8924,145,60.1,2.0,18498
2015,32775,125,54.3,1.2,6998
2016,10963,0,65.7,1.0,9498
2015,18683,160,44.8,1.6,9495
2015,17328,30,57.7,1.2,4745
